,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes,Cluster
4479,BAKERY,Athena Bakery,3.3,4,"Danforth Avenue, The Danforth","598 Danforth Avenue, Toronto","Bakery, Greek",15,43.6787757,-79.34643969999998,"598 Danforth Ave, Toronto, ON M4K 3N8, Canada",M4K,0
4480,QUICK BITES,Sultan Express,3.5,6,"Dundas Street West, Mississauga","1100 Dundas Street W, Unit 5, Mississauga L5C 1C4",Middle Eastern,30,43.556686799999994,-79.6426666,"5-1100 Dundas St W, Mississauga, ON L5C 0A2, Canada",L5C,8
4481,CASUAL DINING,Brookelynn Bistro,3.2,4,"Keele Street, Vaughan","Maplewood Plaza, 9300 Keele Street, Suite 6 L6A 1P4","Canadian, Bar Food",25,43.8379285,-79.5092717,"6-9300 Keele St, Maple, ON L6A 1P4, Canada",L6A,9
4482,FOOD COURT,Tsui Xiang Tsuen,3.0,6,"Dundas Street East, Mississauga","Mississauga Chinese Centre, Food Court, 888 Dundas Street East, Mississauga",Chinese,25,43.598094,-79.59452619999998,"888 Dundas St E, Mississauga, ON L4Y 4G6, Canada",L4Y,8
4483,FOOD COURT,Original Congee,3.4,6,"Steeles Avenue East, Scarborough","5661 Steeles Avenue East, Inside T&T Supermarket, Scarborough","Fast Food, Chinese, Asian",15,43.83157429999999,-79.264457,"5661 Steeles Ave E, Scarborough, ON M1V 5P6, Canada",M1V,13
4484,QUICK BITES,River Towne Deli,3.2,6,"Queen Street East, Corktown","510 Queen Street East, Toronto","Indian, Breakfast",30,43.6570353,-79.3585676,"510 Queen St E, Toronto, ON M5A 1V2, Canada",M5A,10
4485,CASUAL DINING,Riverside Grill,3.9,9,"Queen Street North, Caledon","65 Queen St N, Caledon L7E1G3","Greek, Seafood",20,43.8808576,-79.7397465,"65 Queen St N, Bolton, ON L7E 1C1, Canada",L7E,8
4486,BAR,Boutique Bar,3.4,8,"Church Street, Church And Wellesley","506 Church Street, Toronto M4Y 2C8","European, Bar Food",60,43.6641179,-79.38058670000001,"506 Church St, Toronto, ON M4Y 2C8, Canada",M4Y,14
4487,BAR,Cameron House,3.2,6,"Queen Street West, Kensington-Chinatown","408 Queen Street West, Toronto M5V 2A7",Drinks Only,30,43.648752200000004,-79.39763620000001,"408 Queen St W, Toronto, ON M5V 2A7, Canada",M5V,8
4488,QUICK BITES,St. Jamestown Delicatessen,3.8,10,"Parliament Street, Cabbagetown","518 Parliament Street, Toronto","Deli, Sandwich",25,43.665721999999995,-79.36871740000001,"518 Parliament St, Toronto, ON M4X 1P4, Canada",M4X,8
4489,QUICK BITES,Sultan Shawarma & Falafel,3.0,10,"Danforth Avenue, East Danforth","2558 Danforth Avenue, Toronto M4C 4X6",Middle Eastern,20,43.688430700000005,-79.30175770000001,"2558 Danforth Ave, Toronto, ON M4C 4X6, Canada",M4C,8
4490,CASUAL DINING,Tianjin Dumplings,3.3,5,"Sheppard Avenue East, Scarborough","4192 Sheppard Avenue East, Scarborough M1S 1T3",Northern Chinese,25,43.785509000000005,-79.27960019999998,"4192 Sheppard Ave E, Scarborough, ON M1S 1T3, Canada",M1S,8
4491,CASUAL DINING,Canadiana,2.8,11,"Dundas Street West, Etobicoke","6 Points Plaza, 5230 Dundas Street West, Etobicoke M9B1A8",Canadian,50,43.640083000000004,-79.5380955,"5230 Dundas St W, Etobicoke, ON M9B 1A8, Canada",M9B,9
4492,CASUAL DINING,Co-China Manila,3.4,6,"Lawrence Avenue East, Scarborough","1840 Lawrence Avenue East, Scarborough M1R 2Y1",Filipino,25,43.7437612,-79.30438559999999,"1840 Lawrence Ave E, Scarborough, ON M1R 2Y4, Canada",M1R,8
4493,CASUAL DINING,Nodo Hillcrest,3.8,4,Hillcrest,794 St Clair Avenue W M6C 1B6,Italian,25,43.6810114,-79.429802,"794 St Clair Ave W, Toronto, ON M6C 1B6, Canada",M6C,1
4494,CASUAL DINING,The Crooked Uncle,3.8,5,Oshawa,"1180 Simcoe Street North, Oshawa",Canadian,50,43.928621899999996,-78.8776735,"1180 Simcoe St N, Oshawa, ON L1G 4W8, Canada",L1G,9
4495,QUICK BITES,Sido Shawarma,3.0,9,"Dixon Road, Etobicoke","936 Dixon Road, Etobicoke","Middle Eastern, Fast Food",20,43.68707209999999,-79.5978943,"936 Dixon Rd, Etobicoke, ON M9W 1J9, Canada",M9W,8
4496,CASUAL DINING,Maybes Restaurant,3.3,7,"Redpath Avenue, Yonge & Eglinton",188 Eglinton Avenue East M4P 1K2,Lebanese,25,43.708324,-79.3927485,"188 Eglinton Ave E, Toronto, ON M4P 2X7, Canada",M4P,8
4497,DESSERT PARLOR,Cupid's Gourmet Bakery,2.7,6,"Upper Middle Road East, Oakville","Upper Oakville Shopping Cenre, 1011 Upper Middle Road , Oakville","Bakery, Desserts",15,43.483382500000005,-79.69506870000001,"1011 Upper Middle Rd E, Oakville, ON L6H 4L2, Canada",L6H,0
4498,BAKERY,Patricia's Cake Creations,3.7,7,"Dundas Street West, Etobicoke","4130 Dundas Street West, Etobicoke M8X 1X3","Bakery, Desserts",15,43.6619349,-79.507846,"4130 Dundas St W, Etobicoke, ON M8X 1X3, Canada",M8X,0
4499,CAFÉ,Field Trip Cafe,3.1,4,"1000 Bloor St West, Dovercourt Park","3 Westmoreland Avenue, Toronto",Cafe,20,43.661317700000005,-79.43036769999998,"3 Westmoreland Ave, Toronto, ON M6H 1L8, Canada",M6H,6
4500,CASUAL DINING,The Mill Bar and Grill,2.8,4,Markham,"139 Main Street Unionville, Markham",Bar Food,70,43.86541079999999,-79.3101571,"139 Main St Unionville, Unionville, ON L3R 2G6, Canada",L3R,7
4501,CASUAL DINING,Saigon Express,3.2,8,"Don Mills Road East, North York","Peanut Plaza, 3070 Don Mills Road, North York","Vietnamese, Thai, Asian",20,43.785794,-79.352104,"3070 Don Mills Rd E, North York, ON M2J 3B6, Canada",M2J,2
4502,CASUAL DINING,Maurya East Indian Roti,3.0,6,Fort York,150 East Liberty Street. M6K 3R5,Indian,25,43.638763899999994,-79.4162418,"150 E Liberty St, Toronto, ON M6K 3R5, Canada",M6K,10
4503,CASUAL DINING,Lhasa Kitchen,2.9,5,"Queen Street West, Parkdale","1422 Queen Street West, Toronto",Tibetan,35,43.641060100000004,-79.4350453,"1422 Queen St W, Toronto, ON M6K 1L9, Canada",M6K,8
4504,CASUAL DINING,Bite Me Grill,2.7,11,"Danforth Avenue, The Danforth","730 Danforth Avenue, Toronto M4J 1L5","American, Grill",35,43.6795365,-79.34290820000001,"730 Danforth Ave, Toronto, ON M4J 1L5, Canada",M4J,14
4505,CASUAL DINING,Raffaele's Cantina,3.7,6,"King Road, Nobleton","5975 King Road, Nobleton L0G 1N0","Italian, Pizza",40,43.902044399999994,-79.6523376,"5975 King Rd, Nobleton, ON L0G 1N0, Canada",L0G,1
4506,QUICK BITES,Greek Stop,3.1,7,"Courtneypark Drive East, Mississauga","90 Courtneypark Drive, E Unit 3, Mississauga L5T 2Y3",Greek,25,43.637291600000005,-79.69192340000001,"3-90 Courtneypark Dr E, Mississauga, ON L5T 2Y3, Canada",L5T,8
4507,CASUAL DINING,Porcello Cantina,2.9,5,"Hawkview Boulevard, Woodbridge",125 Hawkview Boulevard L4H 2E2,Italian,30,43.82847659999999,-79.5522199,"125 Hawkview Blvd, Woodbridge, ON L4H 2E2, Canada",L4H,1
4508,QUICK BITES,Green Mango Boys,3.1,6,"The East Mall, Etobicoke","Cloverdale Mall, Lower Level, 250 The East Mall, Etobicoke M9B 3Y8","Vietnamese, Asian",25,43.6314496,-79.5556508,"250 The East Mall, Etobicoke, ON M9B 3Y8, Canada",M9B,2
4509,CASUAL DINING,Huibing Restaurant,3.4,6,"Spadina Avenue, Kensington-Chinatown","440 Spadina Avenue, Toronto M5T 2G8",Northern Chinese,30,43.656945799999995,-79.40020319999998,"440 Spadina Ave, Toronto, ON M5T 2G8, Canada",M5T,8
4510,DESSERT PARLOR,O&B Artisan,3.5,10,"Yonge Street, Financial District","Hudson's Bay Company, Lower Level, 176 Yonge Street, Toronto M5B1S6",Desserts,50,43.65103269999999,-79.3803887,"176 Yonge Street, for CURBSIDE PICKUP, 37 Richmond St W, Toronto, ON M5C 2L7, Canada",M5C,12
4511,CASUAL DINING,Butlers Pub and Grill,3.4,4,Whitby,"995 Myrtle Road West, Whitby",Canadian,80,43.997677200000005,-79.00931340000001,"995 Myrtle Rd W, Whitby, ON L0B, Canada",L0B,9
4512,CASUAL DINING,Clarkson Fish & Chips,3.5,5,"Lakeshore Road West, Mississauga","1848 Lakeshore Road West, Mississauga L5J 1J7","Fish and Chips, Seafood",30,43.5149203,-79.6249833,"1848 Lakeshore Rd W, Mississauga, ON L5J 1J7, Canada",L5J,8
4513,CASUAL DINING,Ray's Third Generation,3.7,7,Caledon,"1475 Queen Street, Caledon",Canadian,30,43.8597635,-80.0692505,"1475 Queen St W, Alton, ON L7K 0E4, Canada",L7K,9
4514,CLUB,Virgin Mobile Mod Club,2.9,10,"College Street, Little Italy","722 College Street, Toronto M6G 1C2",Drinks Only,50,43.655352799999996,-79.4194363,"722 College St, Toronto, ON M6G 1C2, Canada",M6G,8
4515,FOOD COURT,Koya Japan,2.9,10,"King Street West, Entertainment District","Exchange Tower, 130 King Street West, The PATH, Toronto","Fast Food, Japanese, Asian",25,43.648528000000006,-79.38333589999998,"Exchange Tower, 130 King St W, Toronto, ON M5X 2A2, Canada",M5X,3
4516,QUICK BITES,Charley's Caribbean Cuisine,3.3,5,"Morningside Avenue, Scarborough","Pleasant Corner, 1158 Morningside Avenue, Scarborough M1B 3A4",Caribbean,35,43.8004984,-79.1994722,"1150-1176 Morningside Ave, Scarborough, ON M1B 3A4, Canada",M1B,8
4517,CASUAL DINING,Charcoal and Salt,2.7,5,"Yonge Street, North York","5523 Yonge Street, North York","BBQ, Korean, Asian",40,43.778407200000004,-79.4149406,"5523 Yonge St, North York, ON M2N 5S3, Canada",M2N,2
4518,CLUB,ACE,3.4,11,"Adelaide Street West, Fashion District","425 Adelaide Street West, Toronto M5V 2B5",Drinks Only,45,43.6460984,-79.39774059999998,"425 Adelaide St W, Toronto, ON M5V 3C1, Canada",M5V,8
4519,CASUAL DINING,Wok Stop,3.4,6,"Morningside Avenue, Scarborough","271 Morningside Avenue, Scarborough M1E 3G1","Chinese, Thai",25,43.7714968,-79.1869043,"271 Morningside Ave, Scarborough, ON M1E 3G1, Canada",M1E,8
4520,DESSERT PARLOR,The Candy Bar,3.5,4,"College Street, Dufferin Grove","849 College Street, Toronto M6H 1A1",Desserts,15,43.654084399999995,-79.42315529999998,"849 College St, Toronto, ON M6H 1A1, Canada",M6H,12
4521,CASUAL DINING,Kum Kang San,3.2,8,North York,"Unit 124-126, 5050 Dufferin Street, North York M3H 5T5","Japanese, Korean, Asian",60,43.783541299999996,-79.47084790000001,"5050 Dufferin St UNIT 124, Toronto, ON M3H 5T5, Canada",M3H,2
4522,CASUAL DINING,Tosto Quickfire Pizza Pasta,3.3,4,"Jacob Keffer Parkway, Vaughan","11 Jacob Keffer Parkway, Concord L4K 5N8","Italian, Pizza",25,43.836536100000004,-79.5053478,"11 Jacob Keffer Pkwy, Concord, ON L4K 5N8, Canada",L4K,1
4523,CASUAL DINING,Ciao Europa Cafe,3.1,5,"Western Battery Road, Liberty Village",80 Western Battery Road,"Cafe, Pizza",35,43.6396224,-79.41460510000002,"80 Western Battery Rd, Toronto, ON M6K 3S1, Canada",M6K,6
4524,FOOD COURT,Sea Star,3.2,7,"South Gateway Road, Mississauga","Dixie Park Centre, 1550 South Gateway Road","Hong Kong Style, Chinese",15,43.63222649999999,-79.6143475,"207, 1550 S Gateway Rd #207, Mississauga, ON L4W 5G6, Canada",L4W,13
4525,QUICK BITES,Pizza Club,3.7,7,Burlington,"650 Plains Road East, Burlington","Pizza, Fast Food",30,43.3224661,-79.83045909999998,"650 Plains Rd E, Burlington, ON L7T 2E9, Canada",L7T,5
4526,BAR,The Brunswick House,2.2,10,Harbord Village,"481 Bloor Street West, Toronto M5S 1X9",Drinks Only,40,43.6657024,-79.4070964,"481 Bloor St W, Toronto, ON M5S 1X9, Canada",M5S,8
4527,CASUAL DINING,King's Buffet,2.8,8,Oshawa,"600 Grandview Street South, Oshawa, GTA L1H8P4","Chinese, Canadian",13,43.8905395,-78.8145493,"600 Grandview St S, Oshawa, ON L1H 8P4, Canada",L1H,8
4528,CASUAL DINING,The Buttery Restaurant,3.6,10,Newmarket,"17565 Yonge Street, Newmarket",European,80,44.056363899999994,-79.4797949,"17565 Yonge St, Newmarket, ON L3Y 5H6, Canada",L3Y,8
4529,FOOD COURT,Aura Sushi,2.7,11,"Yonge Street, Downtown Yonge","The Shops At Aura, 384 Yonge Street, The PATH, Toronto","Sushi, Japanese, Asian",35,43.659320799999996,-79.38275990000001,"Aura, 384 Yonge St, Toronto, ON M5G 2K2, Canada",M5G,4
4530,QUICK BITES,Mr.Burger,3.2,10,"Bloor Street West, Oshawa","Main 314 Bloor St W, Oshawa","American, Burger, Fast Food",25,43.8780102,-78.8676602,"314 Bloor St W, Oshawa, ON L1J 1R2, Canada",L1J,14
4531,FOOD COURT,Maxim,3.2,7,"King Street West, Financial District","First Canadian Place, Food Court, 100 King Street West, Toronto M5X 1C8",Fast Food,25,43.648611100000004,-79.3816667,"100 King St W, Toronto, ON M5X 1A9, Canada",M5X,3
4532,FOOD COURT,Feta & Olives / Yogen Früz,3.5,11,"Bay Street, Downtown Yonge","Atrium On Bay, 595 Bay Street, The PATH, Toronto M5G 2C2","Fast Food, Mediterranean",25,43.65657969999999,-79.38277599999998,"595 Bay St, Toronto, ON M5G 2C2, Canada",M5G,3
4533,BAR,Pegasus on Church,2.3,11,"Church Street, Church And Wellesley","489B Church Street, Toronto M4Y2C6",Drinks Only,50,43.66511020000001,-79.3805327,"489b Church St, Toronto, ON M4Y 2C6, Canada",M4Y,8
4534,FOOD COURT,Bagel & Co.,2.8,8,The PATH,"Richmond Adelaide Centre, 120 Adelaide Street West, The PATH, Toronto","Cafe, Bakery",25,43.6499721,-79.3832232,"120 Adelaide St W, Toronto, ON M5H 1T1, Canada",M5H,6
4535,BAR,Cafe Stella,3.7,7,"Bloor Street West, Wallace-Emerson","1261 Bloor Street West, Toronto",Bar Food,50,43.6584486,-79.44168459999999,"1261 Bloor St W, Toronto, ON M6H 1N7, Canada",M6H,7
4536,CASUAL DINING,Oriental Rice Noodle House,3.3,4,"Warden Avenue, Markham","7060 Warden Avenue c1, Toronto L3R 5V1",Chinese,25,43.8220319,-79.32668079999998,"7060 Warden Ave c1, Markham, ON L3R 5V1, Canada",L3R,8
4537,QUICK BITES,Greenleafs,2.6,9,"King Street West, Financial District","First Canadian Place, 100 King Street West, The PATH, Toronto",Healthy Food,25,43.648611100000004,-79.3816667,"100 King St W, Toronto, ON M5X 1A9, Canada",M5X,8
4538,BAR,The Cage 292,3.3,10,"College Street, Harbord Village","292 College Street, Toronto",Bar Food,55,43.6580162,-79.4014838,"292 College St, Toronto, ON M5T 1R9, Canada",M5T,7
4539,CASUAL DINING,Mrs. Greek Souvlaki,3.5,4,"Steeles Avenue West, Woodbridge","3850 Steeles Avenue West, Vaughan L4L 6Y6","Greek, Mediterranean",30,43.771202100000004,-79.5453283,"3850 Steeles Ave W, Woodbridge, ON L4L 4Y6, Canada",L4L,8
4540,CASUAL DINING,Urban Hakka,3.1,4,Bedford Park,"3305 Yonge Street, Bedford Park, Toronto M4N 2L8","Chinese, Hakka Chinese, Indian, Thai",35,43.7302042,-79.40329229999998,"3305 Yonge St, Toronto, ON M4N 2L8, Canada",M4N,8
4541,CASUAL DINING,British Style Fish & Chips,3.7,4,"Coxwell Avenue, Leslieville","73 Coxwell Avenue, Toronto M4L 3B1",Fish and Chips,25,43.6686238,-79.3172737,"73 Coxwell Ave, Toronto, ON M4L 3B1, Canada",M4L,8
4542,CASUAL DINING,East Gate,3.2,9,"Kingston Road, Scarborough",2268 Kingston Road,"Chinese, Asian",30,43.70511679999999,-79.25241869999998,"2268 Kingston Rd, Scarborough, ON M1N 1T6, Canada",M1N,2
4543,CASUAL DINING,Torbram Restaurant,3.1,6,Mississauga,"7270 Torbram Road, Mississauga",Diner,30,43.6991751,-79.66117440000001,"7270 Torbram Rd, Mississauga, ON L4T 3Y7, Canada",L4T,8
4544,CASUAL DINING,Churrasqueira Do Sardinha,3.1,11,"Lakeview Avenue, Dufferin Grove","1213 Dundas Street West, Toronto M6J 3B1",Mexican,35,43.6492955,-79.42270930000002,"1213 Dundas St W, Toronto, ON M6J 1X3, Canada",M6J,11
4545,CASUAL DINING,Wah Wi,3.6,10,"Queensgate Boulevard, Caledon","1 Queensgate Boulevard, Caledon",Chinese,45,43.8690499,-79.72210940000001,"1 Queensgate Blvd, Bolton, ON L7E 2X9, Canada",L7E,8
4546,CASUAL DINING,Hello 123,3.5,5,Beaconsfield Village,"1122 Queen St W, Toronto, ON M6J 1H9",American,25,43.643373600000004,-79.42347170000001,"1122 Queen St W, Toronto, ON M6J 1H9, Canada",M6J,14
4547,BAR,EP Taylor's Pub & Restaurant,3.4,7,Oshawa,"Durham College - Simcoe Building, 2000 Simcoe Street North, Oshawa","Fast Food, Bar Food, Sandwich",35,43.943957899999994,-78.8959964,"2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",L1G,3
4548,QUICK BITES,Classic Wings and Burgers,3.7,10,"Bloor Street West, Christie Pits","858 Bloor Street West, Toronto M6G 1M2","Burger, Fast Food",30,43.6623822,-79.42434519999998,"858 Bloor St W, Toronto, ON M6G 1M2, Canada",M6G,8
4549,CASUAL DINING,The Wokker,3.9,9,"Lakeshore Road West, Mississauga","360 Lakeshore Road West, Mississauga","Chinese, Asian",40,43.542570399999995,-79.59624160000001,"360 Lakeshore Rd W, Mississauga, ON L5H 1H3, Canada",L5H,2
4550,CASUAL DINING,Cocina de Doña Julia,3.7,4,"Dupont Street, Junction Triangle","1545 Dupont Street, Toronto",Latin American,35,43.665448600000005,-79.45253609999999,"1545 Dupont St, Toronto, ON M6P 3S6, Canada",M6P,8
4551,CASUAL DINING,The Old Stable Pub,3.3,9,"Lakeshore Road West, Mississauga","114 Lakeshore Road W, Unit 3, Mississauga L5H 1E8",Bar Food,40,43.5498544,-79.58810770000001,"3-114 Lakeshore Rd W, Mississauga, ON L5H 1E8, Canada",L5H,7
4552,CASUAL DINING,Mangia Mangia Italian Eatery and Cafe,3.0,6,"Chrysler Drive, Brampton","Chrysler Drive Centre, 470 Chrysler Drive, Unit 6, Brampton",Italian,35,43.747797399999996,-79.71462009999998,"470-490 Chrysler Dr, Brampton, ON L6S 0C1, Canada",L6S,1
4553,CASUAL DINING,Lotus Inn,2.3,9,"Saint Johns Road, The Junction","23 St. Johns Road, Toronto M6P 2A1","Chinese, Asian",25,43.66522399999999,-79.4741483,"23 St Johns Rd, Toronto, ON M6P 1T7, Canada",M6P,2
4554,CASUAL DINING,Sunny Up Family Restaurant,3.8,4,"4630 Kingston Road, Scarborough","4630 Kingston Road, Scarborough",Canadian,35,43.77543,-79.1789256,"4630 Kingston Rd, Scarborough, ON M1E 4Z4, Canada",M1E,9
4555,QUICK BITES,Tierra Azteca,2.9,4,"Bloor Street West, Dufferin Grove","1115 Bloor Street West, Toronto M6H 1M7",Mexican,35,43.659808399999996,-79.4346541,"1115 Bloor St W, Toronto, ON M6H 1M7, Canada",M6H,11
4556,QUICK BITES,Alexandria Cafe,3.3,5,"Lawrence Avenue East, Scarborough","1940 Lawrence Avenue East, Scarborough M1R 2Y7",Middle Eastern,30,43.7446582,-79.30003169999998,"1940 Lawrence Ave E, Scarborough, ON M1R 2Y7, Canada",M1R,8
4557,FINE DINING,Jim & Garry's Pub,3.4,7,"Major Mackenzie Drive West, Vaughan","Inside Eagles Nest Golf Club, 10000 Dufferin Street, Vaughan",Middle Eastern,100,43.864445700000005,-79.49124520000001,"10000 Dufferin St, Maple, ON L6A 1S3, Canada",L6A,8
4558,CASUAL DINING,Pho VP,3.4,8,"Jane Street, Bloor West Village","351 Jane St, Toronto M6S 3Z3","Vietnamese, Asian",13,43.65742589999999,-79.4874157,"351 Jane St, Toronto, ON M6S 3Z3, Canada",M6S,2
4559,CASUAL DINING,Vera's Kitchen,2.8,9,"Eglinton Avenue East, Yonge & Eglinton","90 Eglinton Avenue East, Toronto M4P 1A6",Russian,30,43.707566799999995,-79.39573929999999,"90 Eglinton Ave E, Toronto, ON M4P 2Y3, Canada",M4P,8
4560,CASUAL DINING,Chula Taberna Mexicana,3.6,5,Leslieville,1058 Gerrard Street East,Mexican,55,43.669295500000004,-79.33594680000002,"1058 Gerrard St E, Toronto, ON M4M 3A6, Canada",M4M,11
4561,DESSERT PARLOR,Murphy's Ice Cream Parlour Burlington,3.9,5,Burlington,"433 Brock Ave, Burlington L7S","Ice Cream, Frozen Yogurt",25,43.3207167,-79.80159119999998,"433 Brock Ave, Burlington, ON L7S 1M8, Canada",L7S,8
4562,BAR,The Players Bench Sports Bar & Grill,2.8,5,Oshawa,"1330 Ritson Road North, Oshawa L1G7Z9","Bar Food, Grill",55,43.9343028,-78.8693596,"1330 Ritson Rd N, Oshawa, ON L1G 6Z6, Canada",L1G,7
4563,CAFÉ,The Sovereign,3.4,7,Davenport,"1359 Davenport Road, Toronto M6H 2H5",Cafe,15,43.673005100000005,-79.44003930000002,"1359 Davenport Rd, Toronto, ON M6H 2H5, Canada",M6H,6
4564,CASUAL DINING,Schuey's Bar & Grill,2.9,6,"Martin Grove Road, Etobicoke","1130 Martin Grove Road, Etobicoke M9W 4W1",Bar Food,40,43.700939399999996,-79.5755767,"1130 Martin Grove Rd, Etobicoke, ON M9W 4W1, Canada",M9W,7
4565,CAFÉ,Cafe Sympatico,3.2,10,"666 Burnhamthorpe Road, Etobicoke","Burnhamthorpe Mall, 666 Burnhamthorpe Road, Etobicoke M9C 2Z4","Cafe, Sandwich",25,43.6413056,-79.5773763,"666 Burnhamthorpe Rd, Etobicoke, ON M9C 2Z4, Canada",M9C,6
4566,QUICK BITES,Tiki Ming,3.8,11,Entertainment District,"320 Front Street West, Toronto M5V 3B6","Fast Food, Chinese, Asian",25,43.6437156,-79.3906858,"320 Front St W, Toronto, ON M5V 3B6, Canada",M5V,13
4567,QUICK BITES,Zita's Churrasqueira BBQ & Grill,3.1,6,"Creditview Road, Mississauga","5425 Creditview Road, Unit 13, Mississauga L5V 2P3",Portuguese,20,43.5871633,-79.6957058,"13-5425 Creditview Rd, Mississauga, ON L5V 2P3, Canada",L5V,8
4568,CASUAL DINING,Lily Garden,2.9,7,"Wilson Avenue, North York","361 Wilson Avenue, Toronto","Chinese, Asian",25,43.7365246,-79.4370375,"361 Wilson Ave, North York, ON M3H 1T3, Canada",M3H,2
4569,QUICK BITES,Tutto Panini & Pasta,3.2,6,"16th Avenue, Markham","5990 16th Avenue, Unit 218, Markham L6E 1A2",Italian,25,43.8920265,-79.26542069999998,"218-5990 16th Ave, Markham, ON L6E 1A2, Canada",L6E,1
4570,CASUAL DINING,The Slye Fox Public House,3.0,5,"New Street, Burlington","Eastway Plaza, 4057 New Street, Burlington",Bar Food,50,43.35517309999999,-79.7687062,"4057 New St, Burlington, ON L7L 1S8, Canada",L7L,7
4571,QUICK BITES,Nawab Express,3.1,4,"Avenue Road, Bedford Park","1753 Avenue Road, Bedford Park M5M 3Y8",Indian,25,43.7291083,-79.4180569,"1753 Avenue Rd, North York, ON M5M 3Y8, Canada",M5M,10
4572,CASUAL DINING,Hell's Chicken,3.1,6,"Yonge Street, North York","6080 Yonge Street, North York M2M 3W5","Korean, Asian",40,43.790812700000004,-79.4185705,"6080 Yonge St, North York, ON M2M 3W6, Canada",M2M,2
4573,BAKERY,Flying Pony,3.1,5,"Gerrard Street East, Leslieville","1481 Gerrard Street East, Toronto M4L2A1","Bakery, Cafe",15,43.672490100000005,-79.32046240000001,"1481 Gerrard St E, Toronto, ON M4L 2A3, Canada",M4L,0
4574,QUICK BITES,Caribbean Queen,3.2,6,"Sheppard Avenue East, North York","Fairview Mall, 1800 Sheppard Avenue East, North York",Caribbean,20,43.7780055,-79.3441593,"1800 Sheppard Ave E, Toronto, ON M2J 5A7, Canada",M2J,8
4575,QUICK BITES,Marhaba,3.3,10,"Sherbourne Street, Garden District","236 Sherbourne Street, Toronto M5A 3X2","Fast Food, Lebanese",20,43.6580649,-79.37127389999998,"236 Sherbourne St, Toronto, ON M5A 3X2, Canada",M5A,3
4576,FOOD COURT,Tandori,3.6,6,"Bloor Street East, Rosedale","Hudson Bay Centre, 2 Bloor Street East, Toronto M4W 1A8",Indian,35,43.67103849999999,-79.38562850000001,"44 Bloor St E, Toronto, ON M4W 3H7, Canada",M4W,10
4577,CASUAL DINING,Table 34,2.8,4,"Lakeshore Road, Burlington","1455 Lakeshore Road East, Unit 3, Burlington L7S 2J1","Canadian, Bar Food",60,43.3243626,-79.7973605,"3-1455 Lakeshore Rd, Burlington, ON L7S 2J1, Canada",L7S,9
4578,BAKERY,La Villa,3.5,7,"Lakeshore Road East, Mississauga","331 Lakeshore Road East, Mississauga","Bakery, Cafe",30,43.5619959,-79.5743318,"331 Lakeshore Rd E, Mississauga, ON L5G 1H3, Canada",L5G,0
4579,CASUAL DINING,Silk Road Restaurant,3.3,8,"Dundas Street East, Mississauga","1852 Dundas Street East, Mississauga L4X 1L9","Xinjiang, Chinese, Asian",35,43.619019,-79.57265699999998,"1852 Dundas St E, Mississauga, ON L4X 1L9, Canada",L4X,13
4580,CASUAL DINING,Saigon on Brant,2.8,6,"Brant Street, Burlington","474 Brant St, Burlington L7R2G3","Vietnamese, Asian",43,43.326924600000005,-79.800015,"474 Brant St, Burlington, ON L7R 2G4, Canada",L7R,2
4581,QUICK BITES,Raj Kapuri Paan & Snacks,3.6,8,"Donlands Avenue, Old East York","377 Donlands Avenue, Toronto",Indian,25,43.693404799999996,-79.34238529999998,"377 Donlands Ave, East York, ON M4J 3S1, Canada",M4J,10
4582,CASUAL DINING,EGGcellent Diner,2.9,4,"Kingston Road, Pickering","375 Kingston Road, Pickering","Diner, Breakfast",25,43.80916029999999,-79.12830490000002,"375 Kingston Rd, Pickering, ON L1V 1A3, Canada",L1V,8
4583,QUICK BITES,East Of York,3.3,7,"Danforth Avenue, East Danforth","1904 Danforth Avenue, Toronto M4C 1J4","Indian, Cafe",20,43.6850116,-79.31658370000001,"1904 Danforth Ave, Toronto, ON M4C 1J4, Canada",M4C,10
4584,FAST CASUAL,Hyderabad House Biryani Place,3.4,8,Brampton,"8015 Financial Diver B8, Brampton, ON L6Y 6A1",Indian,20,43.6332951,-79.77006469999998,"8015 Financial Dr b8, Brampton, ON L6Y 6A1, Canada",L6Y,10
4585,QUICK BITES,Pasta Pantry Fine Foods,3.6,6,Yonge & Eglinton,"1997 Yonge Street, Toronto M4S 1Z5",Italian,45,43.7006482,-79.39687550000001,"1997 Yonge St, Toronto, ON M4S 1Z8, Canada",M4S,1
4586,CASUAL DINING,Anchor Bar,3.3,6,"Appleby Line, Burlington","2000 Appleby Line, Burlington L7L 6M6","American, Bar Food, Burger",50,43.393894700000004,-79.7912357,"2000 Appleby Line, Burlington, ON L7L 6M6, Canada",L7L,14
4587,CAFÉ,Fresh Start,3.4,6,"Bay Street, Downtown Yonge","655 Bay Street, Toronto M5G",Cafe,25,43.6578126,-79.38444940000001,"655 Bay St, Toronto, ON M5G 2K4, Canada",M5G,6
4588,FOOD COURT,The Coffee Exchange,3.6,7,"Mccaul Street, Grange Park","Village by the Grange, 109 McCaul Street, Toronto M5T3K5",Cafe,15,43.653620000000004,-79.3907806,"109 McCaul St, Toronto, ON M5T 2W7, Canada",M5T,6
