,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in,Google Addresses,Lat,Lng,Postal Codes
1077,CASUAL DINING,That's Italian Ristorante,4.1,60,"Tall Grass Trail, Woodbridge","2 Tall Grass Trail, Unit 4-5, Vaughan L4L 3Y9",Italian,112,,"2 Tall Grass Trail Unit 4-5, Woodbridge, ON L4L 3Y9, Canada",43.78228789999999,-79.57373309999998,L4L
1078,BAR,Black Dog Pub,3.9,55,"Island Road, Scarborough","87 Island Road, Scarborough M1C 3P2",Bar Food,60,,"87 Island Rd, Scarborough, ON M1C 2P6, Canada",43.79762570000001,-79.13922070000002,M1C
1079,BAKERY,Agincourt Bakery,3.9,38,"Pharmacy Avenue, Scarborough",3059 Pharmacy Avenue M1W 2H1,"Bakery, Italian, Desserts",20,,"3059 Pharmacy Ave, Scarborough, ON M1W 2H1, Canada",43.7959378,-79.3260705,M1W
1080,CASUAL DINING,Cuba's Latin Restaurant,4.0,59,"Lakeshore Road West, Oakville","2444 Lakeshore Road W, Oakville L6L 1H7",Cuban,30,,"2444 Lakeshore Rd W, Oakville, ON L6L 1H7, Canada",43.394456,-79.71127659999998,L6L
1081,CASUAL DINING,Babu,3.9,65,"Mccowan Road, Markham","Williamstown Plaza, 9590 McCowan Road, Unit 35, Markham L6C 2C5",Indian,20,,"35-9590 McCowan Rd, Markham, ON L3P 8M1, Canada",43.8933036,-79.2913907,L3P
1082,CASUAL DINING,Blue Water Curry & Roti,3.9,53,"1646 Victoria Park Av, Scarborough","1646 Victoria Park Avenue, Near Victoria Park Subway Station, Scarborough M1R 1P7",West Indian,20,,"1646 Victoria Park Ave, North York, ON M1R 1P7, Canada",43.7309565,-79.3057989,M1R
1083,CASUAL DINING,The Red Lounge,3.8,71,"Spadina Avenue, Kensington-Chinatown","444 Spadina Avenue, Toronto",Bar Food,25,,"444 Spadina Ave, Toronto, ON M5T 2G8, Canada",43.65707039999999,-79.40015279999999,M5T
1084,CASUAL DINING,Cafe Mirage Grill & Lounge,3.6,57,"William Kitchen Road, Scarborough","26 William Kitchen Road, Scarborough M1P 2Y4","Fusion, Desserts",45,,"26 William Kitchen Rd, Scarborough, ON M1P 5B7, Canada",43.77300169999999,-79.2821553,M1P
1085,CASUAL DINING,Pho 88,3.2,62,"Yonge Street, North York","5197 Yonge Street, North York M2N 5P7","Vietnamese, Thai",35,,"5197 Yonge St, North York, ON M2N 5P7, Canada",43.770547,-79.41286819999998,M2N
1086,CAFÉ,The Crepe Kitchen,3.9,63,"Dunn Street, Oakville","88 Dunn Street, Oakville",Cafe,35,,"88 Dunn St, Oakville, ON L6J 3C7, Canada",43.446099600000004,-79.66685319999998,L6J
1087,CASUAL DINING,Cafe California,3.6,66,"Church Street, Church And Wellesley","538 Church Street, Toronto","American, Seafood, Grill",75,,"538 Church St, Toronto, ON M4Y 2E1, Canada",43.665105600000004,-79.3808763,M4Y
1088,CASUAL DINING,KK Sushi,3.7,62,"Dixie Road, Mississauga","Dixie Square, 5130 Matheson Boulevard, Mississauga L4W 1C9","Sushi, Japanese",25,,"5130 Matheson Blvd E, Mississauga, ON L4W 1E3, Canada",43.6422715,-79.63158100000003,L4W
1089,BAKERY,Amadeus Fine Cakes,4.2,52,"Bathurst Street, Thornhill","7380 Bathurst Street, Thornhill",Bakery,20,,"7380 Bathurst St, Thornhill, ON L4J 7M1, Canada",43.8025343,-79.4488089,L4J
1090,CAFÉ,Lazy Daisy's Cafe,3.8,40,"Gerrard Street East, Leslieville","1515 Gerrard Street East, Toronto M4L 2A4",Cafe,30,,"1515 Gerrard St E, Toronto, ON M4L 2A4, Canada",43.6726958,-79.31948609999998,M4L
1091,CASUAL DINING,Selam Restaurant & Lounge,4.0,42,"Bloor Street West, Christie Pits","812 Bloor Street West, Toronto M6G 1L9","Ethiopian, African",50,,"812 Bloor St W, Toronto, ON M6G 1L9, Canada",43.66279520000001,-79.42273879999998,M6G
1092,CASUAL DINING,Sora Sushi,3.8,51,"South Gateway Road, Mississauga","325 Central Parkway West, Unit 41, Mississauga L5B 3X9","Sushi, Japanese, Asian",40,,"41-325 Central Pkwy W, Mississauga, ON L5B 3X9, Canada",43.5881212,-79.63025220000002,L5B
1093,CASUAL DINING,ViBo,4.0,65,"Bloor Street West, Etobicoke","2995 Bloor Street West, Etobicoke M8X 1C1",Italian,90,,"2995 Bloor St W, Etobicoke, ON M8X 1C1, Canada",43.64737020000001,-79.50997459999998,M8X
1094,CASUAL DINING,Lucy's Sea Cove & Oyster Bar,3.8,76,"6905 Millcreek Drive, Mississauga","6905 Millcreek Drive, Unit 8, ON L5N 6A3, ON",Seafood,30,,"6905 Millcreek Dr #8, Mississauga, ON L5N 6A3, Canada",43.5961571,-79.75702969999998,L5N
1095,BAKERY,Patisserie La Cigogne,4.0,50,"Bayview Avenue, Davisville Village","1626 Bayview Avenue, Toronto","Bakery, Cafe, French",30,,"1626 Bayview Ave, Toronto, ON M4G 3B7, Canada",43.7065484,-79.3758218,M4G
1096,QUICK BITES,Sultan's Wings & Kabob Shop,4.5,49,"Upper Middle Road, Burlington","1500 Upper Middle Rd, Burlington","Mediterranean, Afghan",13,,"1500 Upper Middle Rd, Burlington, ON L7P 3P5, Canada",43.3560144,-79.84486070000001,L7P
1097,QUICK BITES,Harbord Fish & Chips,3.6,54,"Harbord Street, Harbord Village","147 Harbord Street, Toronto",Fish and Chips,35,,"147 Harbord St, Toronto, ON M5S 1H1, Canada",43.66207199999999,-79.4065026,M5S
1098,BAR,Hoof Cocktail Bar,3.9,48,"Dundas Street West, Trinity Bellwoods","923 Dundas Street West, Toronto",Bar Food,45,,"923 Dundas St W, Toronto, ON M6J 1W3, Canada",43.650701399999996,-79.4132781,M6J
1099,CASUAL DINING,Miss Thing's,2.9,28,"Queen Street West, Parkdale","1279 Queen Street West, Toronto M6K 1L6",Asian,70,,"1279 Queen St W, Toronto, ON M6K 1L6, Canada",43.6413574,-79.43181849999998,M6K
1100,CASUAL DINING,Play Pizzeria & Pub,4.0,65,Aurora,"15420 Bayview Avenue, Aurora L4G3G8","Italian, Pizza, Bar Food",43,,"15420 Bayview Ave, Aurora, ON L4G 7J1, Canada",44.0104136,-79.44555609999998,L4G
1101,CASUAL DINING,Sampaguita Village,3.9,40,"Wilson Avenue, North York","322 Wilson Avenue, North York M3H 1S8","Filipino, Chinese, Asian",35,,"322 Wilson Ave, North York, ON M3H 1S8, Canada",43.7371923,-79.43667640000002,M3H
1102,CAFÉ,El Almacen,3.9,33,"Queen Street West, Beaconsfield Village","1078 Queen Street West, Toronto","Cafe, Latin American",45,,"1078 Queen St W, Toronto, ON M6J 1H8, Canada",43.643731700000004,-79.42173389999998,M6J
1103,CASUAL DINING,Wah Sing Seafood Restaurant,3.6,52,"Baldwin Street, Grange Park","47 Baldwin Street, Toronto M5T 1L1","Chinese, Seafood, Asian",45,,"47 Baldwin St, Toronto, ON M5T 1L1, Canada",43.655637,-79.3937381,M5T
1104,QUICK BITES,King Palace Restaurant,3.3,63,"Church Street, Rosedale",820 Church Street M4W 2M4,"Indian, Pakistani",25,,"820 Church St, Toronto, ON M4W 2M4, Canada",43.67206450000001,-79.38583659999998,M4W
1105,CASUAL DINING,Torteria San Cosme,3.4,18,"Baldwin Street, Kensington-Chinatown",181 Baldwin Street,"Mexican, Sandwich",30,,"181 Baldwin St, Toronto, ON M5T 1L9, Canada",43.6547097,-79.4005786,M5T
1106,QUICK BITES,Ghazale,4.0,78,"Bloor Street West, The Annex","504 Bloor Street West, Toronto M5S 1Y3",Middle Eastern,20,,"504 Bloor St W, Toronto, ON M6P 1A3, Canada",43.656546999999996,-79.45247599999998,M6P
1107,CASUAL DINING,Kalyvia,3.9,69,"Danforth Avenue, The Danforth","420 Danforth Avenue, Toronto",Greek,60,,"420 Danforth Ave, Toronto, ON M4K 1P3, Canada",43.6778605,-79.35112729999999,M4K
1108,CASUAL DINING,Ristorante Julia,4.2,71,"Lakeshore Road East, Oakville","312 Lakeshore Road East, Oakville L6J 1J2","Latin American, Italian, Fusion",85,,"312 Lakeshore Rd E, Oakville, ON L6J 1J2, Canada",43.4478962,-79.6656055,L6J
1109,CASUAL DINING,Agra,3.4,52,"Yonge Street, North York","4850 Yonge Street, North York M2N 5N2",Indian,45,,"4850 Yonge St, North York, ON M2N 5N2, Canada",43.76255339999999,-79.41163700000001,M2N
1110,CASUAL DINING,Chawla's,3.8,54,"Hurontario Street, Brampton","7916 Hurontario Street, Brampton",Indian,45,,"7916 Hurontario St, Brampton, ON L6Y 0P6, Canada",43.6632933,-79.7318815,L6Y
1111,CASUAL DINING,Shanghai Dim Sum,3.6,23,"Sheppard Avenue East, Scarborough","4401 Sheppard Avenue East, Scarborough M1S 1T8",Shanghai,30,,"4401 Sheppard Ave E, Scarborough, ON M1S 1T9, Canada",43.7869752,-79.26945049999998,M1S
1112,CAFÉ,Zaza Espresso Bar,4.1,51,"Yorkville Avenue, Yorkville","75 Yorkville Avenue, Toronto M5R 1B8",Cafe,25,,"75 Yorkville Ave, Toronto, ON M5R 1B8, Canada",43.6710199,-79.39108540000002,M5R
1113,BAKERY,Almond Butterfly,3.8,37,"Harbord Street, Harbord Village","100 Harbord Street, Toronto M5S 1G6","Bakery, Cafe",20,Sweet Tooth,"100 Harbord St, Toronto, ON M5S 1G6, Canada",43.6629326,-79.4033968,M5S
1114,CASUAL DINING,Bayview Court,3.7,56,"Major Mackenzie Drive East, Richmond Hill","SmartCentres Richmond Hill, 1070 Major Mackenzie Drive East, Unit 107, Richmond Hill","Cantonese, Chinese, Asian",45,,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3, Canada",43.8773402,-79.4084341,L4S
1115,CASUAL DINING,The Sushi Bar,3.9,33,"Yonge Street, Bedford Park","3365 Yonge Street, Bedford Park M4N 2M6","Sushi, Japanese, Asian",50,,"3365 Yonge St, Toronto, ON M4N 2M6, Canada",43.7317378,-79.4036673,M4N
1116,CASUAL DINING,Failte Irish Pub,3.7,63,"201 City Centre Drive, Mississauga","201 City Centre Drive, Mississauga L5B 2T4","Bar Food, Irish",50,,"201 City Centre Dr, Mississauga, ON L5B 4E4, Canada",43.5894494,-79.6415552,L5B
1117,BAR,Paddingtons Pump,3.9,51,"Front Street East, St. Lawrence","St. Lawrence Market, 91 Front Street East, Toronto M5E 1C2","Bar Food, Burger",30,,"93 Front St E, Toronto, ON M5E 1C3, Canada",43.6490516,-79.3717741,M5E
1118,DESSERT PARLOR,Poop Café,3.2,23,"Bloor Street West, Seaton Village","706 Bloor Street W, Toronto M6G 1L4","Desserts, Ice Cream",10,,"706 Bloor St W, Toronto, ON M6G 1L4, Canada",43.6638533,-79.4176645,M6G
1119,BAKERY,Harbord Bakery,4.2,58,"Harbord Street, Harbord Village","115 Harbord Street, Toronto, ON M5S 1G8 M5S",Bakery,20,Sweet Tooth,"115 Harbord St, Toronto, ON M5S 1G7, Canada",43.66238509999999,-79.4044602,M5S
1120,CASUAL DINING,Casalinga Ristorante,3.8,54,"Royal Windsor Drive, Mississauga",2057 Royal Windsor Drive L5J 2Y4,Italian,43,,"2057 Royal Windsor Dr, Mississauga, ON L5J 1K5, Canada",43.511019299999994,-79.6308597,L5J
1121,QUICK BITES,BriSkit,3.9,40,Brampton,"160 Wilkinson Road, Unit 40 L6T 4Z4",Canadian,20,Super Sandwiches,"40-160 Wilkinson Rd, Brampton, ON L6T 4M3, Canada",43.691196500000004,-79.70354859999998,L6T
1122,CASUAL DINING,Tokyo Maki Sushi,3.8,72,"Bartley Bull Parkway, Brampton","2 Bartley Bull Parkway, Brampton L6W 3P9","Sushi, Japanese, Asian",45,,"2 Bartley Bull Pkwy, Brampton, ON L6W 3P9, Canada",43.668161,-79.73520099999998,L6W
1123,CASUAL DINING,Domani,4.0,59,"Roncesvalles Avenue, Roncesvalles Village","335 Roncesvalles Avenue, Toronto M6R 2M8",Italian,80,,"335 Roncesvalles Ave, Toronto, ON M6R 2M8, Canada",43.649319,-79.449876,M6R
1124,BAR,Café Pamenar,4.0,52,"Augusta Avenue, Kensington-Chinatown","307 Augusta Avenue, Toronto M5T 2M2",Cafe,30,,"307 Augusta Ave, Toronto, ON M5T 2M2, Canada",43.656667299999995,-79.402677,M5T
1125,CASUAL DINING,Sapporo Sushi,4.1,50,"Highway 7, Richmond Hill","330 Highway 7 East, Richmond Hill","Sushi, Japanese, Asian",30,,"330 Hwy 7, Richmond Hill, ON L4B 3P8, Canada",43.84126740000001,-79.3989903,L4B
1126,CASUAL DINING,Wally's Grill,3.4,61,Etobicoke,"123 Rexdale Boulevard, Etobicoke","Grill, Breakfast",30,,"123 Rexdale Blvd, Etobicoke, ON M9W 0B1, Canada",43.7110633,-79.5654234,M9W
1127,CASUAL DINING,Mye Japanese,4.0,56,"Church Street, Oakville","143 Church Street, Oakville L6J 1N1","Japanese, Seafood, Sushi, Asian",80,,"143 Church St, Oakville, ON L6J 1N1, Canada",43.44499329999999,-79.6705355,L6J
1128,CASUAL DINING,Royal Jasmine,3.9,52,"Dixie Road, Mississauga","5165 Dixie Road, Mississauga L4W 4G1","Chinese, Asian",40,,"5165 Dixie Rd, Mississauga, ON L4W 4G1, Canada",43.640108700000006,-79.6250323,L4W
1129,DESSERT PARLOR,Krispy Kreme,3.7,46,"Mccaul Street, Grange Park","164 McCaul Street, Toronto M5T1W3","Desserts, Cafe",20,,"164 McCaul St, Toronto, ON M5T 1W4, Canada",43.6557344,-79.39214229999997,M5T
1130,CASUAL DINING,Matsuda,3.2,37,"Don Mills Road, North York","1300 Don Mills Road, North York M3B 2W6","Sushi, Japanese, Asian",65,,"1300 Don Mills Rd, North York, ON M3B 2W6, Canada",43.7454096,-79.34651170000002,M3B
1131,CASUAL DINING,Dim Sum King,3.2,47,"Dundas Street West, Kensington-Chinatown","Mandale Mall, Third Floor, 421 Dundas Street West, Toronto M5T 2W4","Dim Sum, Cantonese",40,,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",43.6531242,-79.3952115,M5T
1132,CAFÉ,Morning Glory,3.9,57,"Gilead Place, Corktown","457 King Street East, Toronto",Cafe,40,Great Breakfasts,"457 King St E, Toronto, ON M5A 1L6, Canada",43.653862,-79.36104979999998,M5A
1133,CASUAL DINING,Viva Napoli,3.7,63,"Mount Pleasant Road, Davisville Village","679 Mount Pleasant Road, Toronto M4S 2N2","Italian, Pizza",60,,"679 Mt Pleasant Rd, Toronto, ON M4S 2N2, Canada",43.70575909999999,-79.3889253,M4S
1134,QUICK BITES,Pizza Gigi,4.1,69,Harbord Village,"189 Harbord Street, Toronto M5S1H5","Pizza, Fast Food",30,,"189 Harbord St, Toronto, ON M5S 1H5, Canada",43.6616759,-79.40834670000002,M5S
1135,CASUAL DINING,Azarias,4.2,48,"Bloor Street West, Etobicoke","3058 Bloor Street West, Etobicoke M8X1C4",Canadian,40,,"3058 Bloor St W, Etobicoke, ON M8X 1C4, Canada",43.64718010000001,-79.51322429999998,M8X
1136,CASUAL DINING,Indian Street Food Co.,3.9,24,"Bayview Avenue, Leaside","1701 Bayview Avenue, Toronto M4G 3C1",Indian,50,,"1701 Bayview Ave, East York, ON M4G 3C1, Canada",43.70800200000001,-79.375814,M4G
1137,CASUAL DINING,Bombay To Go,3.8,59,"Dundas Street West, Mississauga","Dunwolfe Plaza, 755 Dundas Street West, Mississauga L5C 3B6",North Indian,40,,"777 Dundas St W, Mississauga, ON L5C 1C2, Canada",43.5631418,-79.63614620000001,L5C
1138,CASUAL DINING,Nimman,4.0,54,"Lake Shore Boulevard West, Etobicoke","2451 Lake Shore Boulevard, Toronto M8V 1C5",Thai,40,,"2451 Lake Shore Blvd W, Etobicoke, ON M8V 1C5, Canada",43.61349970000001,-79.4888501,M8V
1139,BAKERY,Furama,4.0,55,"Spadina Avenue, Kensington-Chinatown","248 - 250 Spadina Avenue, Toronto M5T 2C2","Bakery, Chinese",20,,"248 Spadina Ave, Toronto, ON M5T 2C2, Canada",43.65158479999999,-79.39784370000002,M5T
1140,CASUAL DINING,Rendez-Vous,4.0,46,"Danforth Avenue, East Danforth","1408 Danforth Avenue, Toronto M4J 1M9",Ethiopian,40,,"1408 Danforth Ave, Toronto, ON M4J 1M9, Canada",43.68265020000001,-79.3275985,M4J
1141,CASUAL DINING,Morgan's On The Danforth,4.1,60,"Danforth Avenue, East Danforth","1282 Danforth Avenue, Toronto M4J 1M6",American,85,,"1282 Danforth Ave, Toronto, ON M4J 1M6, Canada",43.6821299,-79.3303273,M4J
1142,CASUAL DINING,Grace O'Malley's,3.1,52,Entertainment District,"14 Duncan Street, Toronto",Bar Food,50,,"14 Duncan St, Toronto, ON M5H 3G8, Canada",43.6476917,-79.3887456,M5H
1143,CASUAL DINING,The Beacher Cafe,3.3,71,"Queen Street East, The Beaches","2162 Queen Street East, Toronto","Canadian, Pizza",40,,"2162 Queen St E, Toronto, ON M4E 1G7, Canada",43.671964700000004,-79.29178320000003,M4E
1144,CASUAL DINING,Thai Signature Restaurant,3.9,53,"Lakeshore Road East, Mississauga","203 Lakeshore Road East, Mississauga","Thai, Asian",50,,"203 Lakeshore Rd E, Mississauga, ON L5G 1G2, Canada",43.557695,-79.57851699999998,L5G
1145,CASUAL DINING,Ginza,4.1,62,"Weston Road, Woodbridge","8401 Weston Road, Unit 3-4, Vaughan","Sushi, Japanese, Asian, Thai",30,,"8401 Weston Rd Unit 3-4, Woodbridge, ON L4L 1A6, Canada",43.807158,-79.550246,L4L
1146,CASUAL DINING,King's Tacos,3.8,40,"Saint Clair Avenue West, Earlscourt","1190 St. Clair Avenue West, Toronto M6E 1B4",Mexican,50,Mexican Magic,"1190 St Clair Ave W, Toronto, ON M6E 1B4, Canada",43.6779089,-79.4440357,M6E
1147,CASUAL DINING,Evviva,4.0,53,"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Vaughan",Italian,40,,"3175 Rutherford Rd #78, Vaughan, ON L4K 5Y6, Canada",43.8287328,-79.53703370000002,L4K
1148,CASUAL DINING,Master Steaks,3.9,48,"Dixie Road, Mississauga","5895 Dixie Road, Mississauga L4W 1J2",Diner,35,,"5895 Dixie Rd, Mississauga, ON L4W 1E8, Canada",43.6535451,-79.6442017,L4W
1149,CASUAL DINING,Veloute,4.1,48,"Queen Street East, The Beaches","2343 Queen Street East, Toronto","French, Grill",70,,"2343 Queen St E, Toronto, ON M4E 1H2, Canada",43.6720519,-79.28963859999998,M4E
1150,FINE DINING,Modus Ristorante,3.9,45,"King Street West, Financial District","145 King Street West, Toronto M5H 1J8",Italian,100,,"145 King St W, Toronto, ON M5H 1J8, Canada",43.6474734,-79.3839517,M5H
1151,CASUAL DINING,Darbar,4.0,42,"Dashwood Crescent, Yonge & Eglinton","288 Eglinton Avenue West, Toronto M4R 1B2",Iranian,85,,"288 Eglinton Ave W, Toronto, ON M4R 1B2, Canada",43.70498189999999,-79.40775169999998,M4R
1152,QUICK BITES,Silver Spoon,3.5,56,"Mavis Road, Mississauga","Janpath Plaza, 816 Britannia Road, Unit 103-4 L5V","Pakistani, Indian, Hakka Chinese",20,,"808-812-816 Britannia Rd W, Mississauga, ON L5V 0A6, Canada",43.6100337,-79.6969952,L5V
1153,QUICK BITES,Duckworth's Fish & Chips,4.4,55,"Kingston Road, Scarborough","2282 Kingston Road, Scarborough M1N 1T9","Fish and Chips, British",25,,"2282 Kingston Rd, Scarborough, ON M1N 1T9, Canada",43.705391999999996,-79.25226140000002,M1N
1154,QUICK BITES,Avenue Open Kitchen,3.9,43,"Camden Street, Fashion District","7 Camden Street, Toronto M5V 1V2","Deli, Fast Food",20,,"7 Camden St, Toronto, ON M5V 1V2, Canada",43.647128,-79.396451,M5V
1155,CASUAL DINING,Emma's Back Porch,3.2,58,"Old Lakeshore Road, Burlington","2084 Old Lakeshore Road, Burlington L7R 1A3","Grill, Canadian",90,,"2084 Old Lakeshore Rd, Burlington, ON L7R 1E3, Canada",43.3258179,-79.7925648,L7R
1156,QUICK BITES,Silva's BBQ,4.3,49,"Rathburn Road East, Mississauga","Tomken Plaza, 925 Rathburn Road East, Mississauga L4W 4C3","BBQ, Portuguese",15,,"925 Rathburn Rd E, Mississauga, ON L4W 4C3, Canada",43.6167794,-79.61743489999998,L4W
1157,QUICK BITES,Bolet's Burrito,4.3,59,"King Street East, St. Lawrence","134 Lower Sherbourne Street, Toronto",Tex-Mex,25,,"134 Lower Sherbourne St, Toronto, ON M5A 4J4, Canada",43.6499772,-79.36788390000002,M5A
1158,CASUAL DINING,The Roy,3.8,68,"Queen Street East, Riverside","894 Queen Street East, Toronto M4M 1J3","Bar Food, Irish",45,,"894 Queen St E, Toronto, ON M4M 1J3, Canada",43.6605642,-79.34310129999999,M4M
1159,CASUAL DINING,Osaka Sushi,3.3,39,"Don Mills Road, North York","747 Don Mills Road, North York",Sushi,45,,"747 Don Mills Rd, North York, ON M3C 3S4, Canada",43.714481299999996,-79.3362798,M3C
1160,QUICK BITES,Chutney Swamy,3.9,52,"Eglinton Avenue West, Mississauga","2911 Eglinton Avenue W, Mississauga L5M 6J3",Indian,30,,"2911 Eglinton Ave W, Mississauga, ON L5M 6J3, Canada",43.551622200000004,-79.7165437,L5M
1161,CASUAL DINING,Russell Williams,4.0,58,Burlington,"20 Plains Road East, Burlington L7T2B8","Canadian, Diner",43,,"20 Plains Rd E, Burlington, ON L7T 2B9, Canada",43.307011700000004,-79.8517098,L7T
1162,CASUAL DINING,Magic Wok,3.3,49,Markham,"4331, 14th Avenue, Markham L3R 0J2","Chinese, Asian",50,,"4331 14th Ave, Markham, ON L3R 0J2, Canada",43.841605,-79.3105973,L3R
1163,BAR,Bryden's,3.7,73,"2 Jane Street, York","2455 Bloor Street West, Toronto M6S 1P7",Bar Food,60,Craft Beer,"2455 Bloor St W, Toronto, ON M6S 1P7, Canada",43.6490365,-79.48457009999998,M6S
1164,CASUAL DINING,Sorn Thai,4.0,56,"Yonge Street, Yonge & Eglinton","2550 Yonge Street, Toronto","Thai, Asian",55,,"2550 Yonge St, Toronto, ON M4P 2J2, Canada",43.7133523,-79.4000643,M4P
1165,CASUAL DINING,Cho Dang Soon Tofu,3.6,51,"Dundas Street West, Etobicoke","5130 Dundas Street West, Etobicoke M9A1C2","Korean, Asian",40,,"5130 Dundas St W, Etobicoke, ON M9A 1C2, Canada",43.6442389,-79.5334172,M9A
1166,CASUAL DINING,Fuzen,4.2,60,"Frederick Street, St. Lawrence","132 Front Street East, Toronto M5A1E2","Sushi, Japanese, Asian",35,,"132 Front St E, Toronto, ON M5A 1E2, Canada",43.65024320000001,-79.36960669999998,M5A
1167,CASUAL DINING,Thai Princess,3.6,68,Entertainment District,"387 King Street West, Toronto M5V 1K1","Thai, Asian",40,,"387 King St W, Toronto, ON M5V 1K1, Canada",43.6456489,-79.3934495,M5V
1168,CASUAL DINING,Tangerine Asian Cuisine,3.9,64,"Markham Road, Markham","7690 Markham Road, Markham L3S 3S1","Hakka Chinese, Asian",35,,"7690 Markham Rd, Markham, ON L3S 3K1, Canada",43.85320429999999,-79.2558037,L3S
1169,CASUAL DINING,Smoke Bourbon,3.0,50,"Harbord Street, Palmerston","291 Harbord Street, Toronto M6G 1G7","BBQ, American",55,,"291 Harbord St, Toronto, ON M6G 1G7, Canada",43.6603341,-79.41507890000003,M6G
1170,CASUAL DINING,Sababa Restaurant,4.1,64,"Steeles Avenue West, Thornhill","390 Steeles Avenue West, Vaughan",Middle Eastern,30,,"390 Steeles Ave W, Thornhill, ON L4J 6X2, Canada",43.79608229999999,-79.4339068,L4J
1171,CASUAL DINING,Ascari Enoteca,3.9,51,"Queen Street East, Leslieville","1111 Queen Street East, Toronto M4M 1K7",Italian,55,,"1111 Queen St E, Toronto, ON M4M 1K7, Canada",43.661910299999995,-79.33537249999998,M4M
1172,DESSERT PARLOR,Sugar Tiers,3.7,38,"Markland Street, Markham","735 Markland Street, Unit 4, Markham L6C 0G6","Desserts, Cafe",13,,"4-735 Markland St, Markham, ON L6C 0G6, Canada",43.886342600000006,-79.37343829999998,L6C
1173,CASUAL DINING,The Homeway,3.9,64,"Mount Pleasant Road, Yonge & Eglinton","955 Mount Pleasant Road, Toronto M4P",Diner,43,,"955 Mt Pleasant Rd, Toronto, ON M4P 2L7, Canada",43.7125495,-79.3914071,M4P
1174,CASUAL DINING,Gourmet Vegetarian Restaurant,3.8,37,"West Beaver Creek Road, Richmond Hill","280 West Beaver Creek Road, Richmond Hill",Chinese,30,,"280 West Beaver Creek Rd, Richmond Hill, ON L4B 3B1, Canada",43.84416270000001,-79.3877344,L4B
